Treatment,Mass,mean
B,537.1978636,0.0
B,537.2025586,0.0
B,537.2038137,0.0
B,537.2086124,0.0
B,537.210497,0.0
B,537.2262822,0.0
B,537.2322185,0.0
B,537.2342958,0.0
B,537.2400566,0.0
B,537.247315,0.0
B,537.2684975,0.0
B,537.2706167,0.0
B,537.2765334,0.0
B,537.2835852,0.0
B,537.304915,0.0
B,538.0187245,0.0
B,538.0262647,0.0
B,538.0340959,0.0
B,538.037679,0.0
B,538.0474818,0.0
B,538.0539533,0.0
B,538.0613069,0.0
B,538.0797969,0.0
B,538.0836508,0.0
B,538.0897497,0.0
B,538.0916237,0.0
B,538.0977366,0.0
B,538.1050363,0.0
B,538.1102671,0.0
B,538.1164198,0.0
B,538.1200981,0.0
B,538.1259323,0.0
B,538.1278009,0.0
B,538.1347587,0.0
B,538.1710661,0.0
B,538.1930877,0.0
B,538.1992108,0.0
B,538.2061783,0.0
B,538.2072597,0.0
B,538.2119472,0.0
B,538.2294367,0.0
B,538.2428593,0.0
B,538.2506386,0.0
B,539.0103602,0.0
B,539.021788,0.0
B,539.0315045,0.0
B,539.0373362,0.0
B,539.0467745,0.0
B,539.0526569,0.0
B,539.0576269,0.0
B,539.0583638,0.0
B,539.0637345,0.0
B,539.0678981,0.0
B,539.0736173,0.0
B,539.079189,0.0
B,539.0832018,0.0
B,539.0889326,0.0
B,539.0940582,0.0
B,539.0999306,0.0
B,539.1041604,0.0
B,539.1101092,0.0
B,539.115288,0.0
B,539.1193977,0.0
B,539.1214077,0.0
B,539.1254006,0.0
B,539.1325822,0.0
B,539.1386936,0.0
B,539.1405405,0.0
B,539.1465885,0.0
B,539.1522595,0.0
B,539.155823,0.0
B,539.156647,0.0
B,539.1621347,0.0
B,539.1690108,0.0
B,539.1748866,0.0
B,539.1770069,0.0
B,539.1829996,0.0
B,539.1865804,0.0
B,539.1924986,0.0
B,539.1982885,0.0
B,539.2053873,0.0
B,539.2111827,0.0
B,539.2134383,0.0
B,539.2194499,0.0
B,539.2231766,0.0
B,539.2266702,0.0
B,539.241904,0.0
B,539.2476643,0.0
B,539.2497943,0.0
B,539.2558791,0.0
B,539.262965,0.0
B,539.2842029,0.0
B,539.2861936,0.0
B,539.3226594,0.0
B,540.0055583,0.0
B,540.0419585,0.0
B,540.0476866,0.0
B,540.0532769,0.0
B,540.077228,0.0
B,540.0838841,0.0
B,540.0849843,0.0
B,540.0953081,0.0
B,540.0995351,0.0
B,540.1080363,0.0
B,540.1134073,0.0
B,540.1150588,0.0
B,540.1205957,0.0
B,540.1257908,0.0
B,540.1316737,0.0
B,540.1359029,0.0
B,540.1723446,0.0
B,540.1784152,0.0
B,540.2087315,0.0
B,540.2147812,0.0
B,540.2222077,0.0
B,540.2450917,0.0
B,540.8856107,0.0
B,540.989402,0.0
B,541.0107919,0.0
B,541.0257856,0.0
B,541.031586,0.0
B,541.0370131,0.0
B,541.0470944,0.0
B,541.0527205,0.0
B,541.0536553,0.0
B,541.0619902,0.0
B,541.0626514,0.0
B,541.0681379,0.0
B,541.0737672,0.0
B,541.0791698,0.0
B,541.0834937,0.0
B,541.0895804,0.0
B,541.0988014,0.0
B,541.1050484,0.0
B,541.1099789,0.0
B,541.1118048,0.0
B,541.1156887,0.0
B,541.1199007,0.0
B,541.125988,0.0
B,541.1352651,0.0
B,541.1411625,0.0
B,541.1483782,0.0
B,541.1542875,0.0
B,541.1562014,0.0
B,541.1624245,0.0
B,541.165959,0.0
B,541.1717219,0.0
B,541.1778022,0.0
B,541.1847427,0.0
B,541.1906966,0.0
B,541.1926782,0.0
B,541.1987333,0.0
B,541.2023882,0.0
B,541.2081177,0.0
B,541.2114076,0.0
B,541.2140336,0.0
B,541.2211389,0.0
B,541.227037,0.0
B,541.2289949,0.0
B,541.235285,0.0
B,541.2574226,0.0
B,541.2632268,0.0
B,541.2654199,0.0
B,541.2714914,0.0
B,541.3019284,0.0
B,541.3078293,0.0
B,541.3381916,0.0
B,542.0211597,0.0
B,542.0564512,0.0
B,542.0690301,0.0
B,542.0711906,0.0
B,542.0750744,0.0
B,542.0787635,0.0
B,542.0844934,0.0
B,542.0852541,0.0
B,542.0932156,0.0
B,542.0941766,0.0
B,542.0999351,0.0
B,542.1050512,0.0
B,542.1210277,0.0
B,542.1365668,0.0
B,542.1576901,0.0
B,542.1652792,0.0
B,542.1662484,0.0
B,542.1670806,0.0
B,542.1880469,0.0
B,542.1943141,0.0
B,542.1956237,0.0
B,542.2020086,0.0
B,542.2244764,0.0
B,542.260869,0.0
B,542.8824604,0.0
B,543.0052619,0.0
B,543.0205492,0.0
B,543.0265351,0.0
B,543.0322336,0.0
B,543.0417818,0.0
B,543.0475077,0.0
B,543.052988,0.0
B,543.0575243,0.0
B,543.0587192,0.0
B,543.0627851,0.0
B,543.0686274,0.0
B,543.0780165,0.0
B,543.0841684,0.0
B,543.0892087,0.0
B,543.0946421,0.0
B,543.0988974,0.0
B,543.1049037,0.0
B,543.1142832,0.0
B,543.1202398,0.0
B,543.1251623,0.0
B,543.1275005,0.0
B,543.131245,0.0
B,543.1336112,0.0
B,543.1351904,0.0
B,543.1411959,0.0
B,543.1449637,0.0
B,543.1508496,0.0
B,543.1565738,0.0
B,543.1639159,0.0
B,543.1699376,0.0
B,543.1713208,0.0
B,543.1720533,0.0
B,543.1777984,0.0
B,543.1815141,0.0
B,543.1873167,0.0
B,543.1930594,0.0
B,543.2003358,0.0
B,543.2062232,0.0
B,543.2083061,0.0
B,543.2143668,0.0
B,543.2237792,0.0
B,543.2298514,0.0
B,543.2367135,0.0
B,543.2428207,0.0
B,543.2446146,0.0
B,543.2510581,0.0
B,543.2599476,0.0
B,543.2661068,0.0
B,543.2811371,0.0
B,543.3176939,0.0
B,543.3236193,0.0
B,543.354002,0.0
B,544.0003278,0.0
B,544.0436618,0.0
B,544.0446724,0.0
B,544.0720385,0.0
B,544.0793401,0.0
B,544.0840317,0.0
B,544.1081458,0.0
B,544.110115,0.0
B,544.1159581,0.0
B,544.1210439,0.0
B,544.1309844,0.0
B,544.1370134,0.0
B,544.1391911,0.0
B,544.1448112,0.0
B,544.1520711,0.0
B,544.1572007,0.0
B,544.1671977,0.0
B,544.1734872,0.0
B,544.1886734,0.0
B,544.2036634,0.0
B,544.2097041,0.0
B,544.2764451,0.0
B,544.9996294,0.0
B,545.0003808,0.0
B,545.0207876,0.0
B,545.0318365,0.0
B,545.0359391,0.0
B,545.0420614,0.0
B,545.0478129,0.0
B,545.0571338,0.0
B,545.0628973,0.0
B,545.0637424,0.0
B,545.0684104,0.0
B,545.0740671,0.0
B,545.0782528,0.0
B,545.0842688,0.0
B,545.0935861,0.0
B,545.0995887,0.0
B,545.10468,0.0
B,545.1068187,0.0
B,545.1108915,0.0
B,545.1147047,0.0
B,545.1205823,0.0
B,545.13002,0.0
B,545.1360262,0.0
B,545.1411117,0.0
B,545.1433162,0.0
B,545.1495985,0.0
B,545.1512778,0.0
B,545.15742,0.0
B,545.1606637,0.0
B,545.1665872,0.0
B,545.1724871,0.0
B,545.1796729,0.0
B,545.1858921,0.0
B,545.187392,0.0
B,545.1939387,0.0
B,545.1970799,0.0
B,545.2030069,0.0
B,545.2089541,0.0
B,545.2160776,0.0
B,545.2222291,0.0
B,545.2238793,0.0
B,545.2392738,0.0
B,545.24524,0.0
B,545.2523812,0.0
B,545.2600637,0.0
B,545.2756611,0.0
B,545.2816292,0.0
B,545.2887476,0.0
B,545.2967116,0.0
B,545.3027197,0.0
B,545.3331732,0.0
B,546.0163236,0.0
B,546.0249296,0.0
B,546.0526051,0.0
B,546.0667179,0.0
B,546.0871532,0.0
B,546.0999557,0.0
B,546.1146271,0.0
B,546.1310811,0.0
B,546.1364354,0.0
B,546.1424231,0.0
B,546.1677665,0.0
B,546.1689783,0.0
B,546.1760236,0.0
B,546.1981425,0.0
B,546.2125839,0.0
B,546.2192825,0.0
B,546.242888,0.0
B,546.2489642,0.0
B,546.2557671,0.0
B,546.2920415,0.0
B,547.0001147,0.0
B,547.0153634,0.0
B,547.0271405,0.0
B,547.0365524,0.0
B,547.0424249,0.0
B,547.0434334,0.0
B,547.0480157,0.0
B,547.0516619,0.0
B,547.0578304,0.0
B,547.0648443,0.0
B,547.0729373,0.0
B,547.0789907,0.0
B,547.0840581,0.0
B,547.0902942,0.0
B,547.0942503,0.0
B,547.1003558,0.0
B,547.1092372,0.0
B,547.1154187,0.0
B,547.1204448,0.0
B,547.122698,0.0
B,547.1264039,0.0
B,547.1365461,0.0
B,547.1456407,0.0
B,547.1517829,0.0
B,547.1589954,0.0
B,547.163142,0.0
B,547.1820435,0.0
B,547.1883552,0.0
B,547.1952883,0.0
B,547.2015331,0.0
B,547.2165323,0.0
B,547.2184259,0.0
B,547.2245666,0.0
B,547.2316454,0.0
B,547.2378245,0.0
B,547.2397038,0.0
B,547.2454006,0.0
B,547.254999,0.0
B,547.2609306,0.0
B,547.2680375,0.0
B,547.2741593,0.0
B,547.2759339,0.0
B,547.2910299,0.0
B,547.3044898,0.0
B,547.3125992,0.0
B,548.0108931,0.0
B,548.0191169,0.0
B,548.0316232,0.0
B,548.0384615,0.0
B,548.0402234,0.0
B,548.046105,0.0
B,548.0743745,0.0
B,548.1046109,0.0
B,548.111577,0.0
B,548.115597,0.0
B,548.1410493,0.0
B,548.1473449,0.0
B,548.155314,0.0
B,548.1774598,0.0
B,548.1835827,0.0
B,548.1920182,0.0
B,548.2138074,0.0
B,548.2201163,0.0
B,548.2281991,0.0
B,548.2349944,0.0
B,548.241406,0.0
B,548.264501,0.0
B,548.2714766,0.0
B,548.2775328,0.0
B,548.9950792,0.0
B,549.0157812,0.0
B,549.0310133,0.0
B,549.0371431,0.0
B,549.0424101,0.0
B,549.0522098,0.0
B,549.0584807,0.0
B,549.0633576,0.0
B,549.0676721,0.0
B,549.0691431,0.0
B,549.0741816,0.0
B,549.088564,0.0
B,549.0946865,0.0
B,549.099809,0.0
B,549.1058998,0.0
B,549.1105852,0.0
B,549.1148518,0.0
B,549.124787,0.0
B,549.1311465,0.0
B,549.1361256,0.0
B,549.1383458,0.0
B,549.1424092,0.0
B,549.1460855,0.0
B,549.1537289,0.0
B,549.1598047,0.0
B,549.1612875,0.0
B,549.1677252,0.0
B,549.1747604,0.0
B,549.189879,0.0
B,549.1958594,0.0
B,549.197699,0.0
B,549.2025446,0.0
B,549.2038615,0.0
B,549.2108486,0.0
B,549.226281,0.0
B,549.2322549,0.0
B,549.2341645,0.0
B,549.2402215,0.0
B,549.2472922,0.0
B,549.2535606,0.0
B,549.270635,0.0
B,549.2837532,0.0
B,549.3128174,0.0
B,550.0110107,0.0
B,550.0371683,0.0
B,550.0472884,0.0
B,550.0543598,0.0
B,550.0839002,0.0
B,550.0905644,0.0
B,550.0983689,0.0
B,550.10573,0.0
B,550.1201064,0.0
B,550.1265284,0.0
B,550.13147,0.0
B,550.134129,0.0
B,550.1629441,0.0
B,550.1708711,0.0
B,550.1718273,0.0
B,550.1930756,0.0
B,550.1993762,0.0
B,550.2077097,0.0
B,550.2295523,0.0
B,550.235687,0.0
B,550.2437604,0.0
B,550.250614,0.0
B,551.010443,0.0
B,551.0215592,0.0
B,551.0315718,0.0
B,551.0376052,0.0
B,551.0470327,0.0
B,551.0527638,0.0
B,551.0536752,0.0
B,551.0579947,0.0
B,551.0641415,0.0
B,551.0679197,0.0
B,551.0743592,0.0
B,551.0791602,0.0
B,551.0831649,0.0
B,551.084769,0.0
B,551.0893452,0.0
B,551.0937517,0.0
B,551.10007,0.0
B,551.1041444,0.0
B,551.1104103,0.0
B,551.1153592,0.0
B,551.1200256,0.0
B,551.1213927,0.0
B,551.1224982,0.0
B,551.1259407,0.0
B,551.1305787,0.0
B,551.1327054,0.0
B,551.140552,0.0
B,551.1469507,0.0
B,551.1581696,0.0
B,551.1690015,0.0
B,551.1754048,0.0
B,551.1768602,0.0
B,551.1833049,0.0
B,551.1854516,0.0
B,551.2053871,0.0
B,551.2116821,0.0
B,551.2131415,0.0
B,551.2197318,0.0
B,551.2265661,0.0
B,551.2418564,0.0
B,551.2478812,0.0
B,551.2495635,0.0
B,551.2629866,0.0
B,551.2693175,0.0
B,551.2844537,0.0
B,551.2862785,0.0
B,551.2993348,0.0
B,552.0057001,0.0
B,552.0265631,0.0
B,552.0485708,0.0
B,552.05332,0.0
B,552.070074,0.0
B,552.0771889,0.0
B,552.0783727,0.0
B,552.0843767,0.0
B,552.0852662,0.0
B,552.089366,0.0
B,552.0901416,0.0
B,552.0994914,0.0
B,552.1056624,0.0
B,552.1107716,0.0
B,552.1148168,0.0
B,552.1259464,0.0
B,552.132528,0.0
B,552.142215,0.0
B,552.1724405,0.0
B,552.2087016,0.0
B,552.2219875,0.0
B,552.222985,0.0
B,552.2452159,0.0
B,552.2582787,0.0
B,552.9896477,0.0
B,553.0109583,0.0
B,553.0260384,0.0
B,553.0323136,0.0
B,553.0374858,0.0
B,553.0472627,0.0
B,553.0535151,0.0
B,553.0624851,0.0
B,553.0684547,0.0
B,553.0694359,0.0
B,553.0736438,0.0
B,553.0799506,0.0
B,553.0833932,0.0
B,553.0898391,0.0
B,553.0986261,0.0
B,553.1014081,0.0
B,553.1048696,0.0
B,553.109805,0.0
B,553.1158875,0.0
B,553.1198112,0.0
B,553.1260954,0.0
B,553.1312328,0.0
B,553.1349405,0.0
B,553.1370838,0.0
B,553.1416119,0.0
B,553.1482681,0.0
B,553.1550086,0.0
B,553.1561199,0.0
B,553.1626186,0.0
B,553.1716951,0.0
B,553.1779439,0.0
B,553.1846235,0.0
B,553.1908741,0.0
B,553.1926711,0.0
B,553.1989231,0.0
B,553.2083704,0.0
B,553.2211041,0.0
B,553.2274378,0.0
B,553.2289157,0.0
B,553.2353235,0.0
B,553.2420256,0.0
B,553.2575589,0.0
B,553.2639635,0.0
B,553.2652597,0.0
B,553.2786653,0.0
B,553.3017539,0.0
B,553.3079334,0.0
B,553.3381505,0.0
B,554.021204,0.0
B,554.04245,0.0
B,554.0565096,0.0
B,554.0636461,0.0
B,554.0647299,0.0
B,554.0688014,0.0
B,554.0720054,0.0
B,554.0857124,0.0
B,554.100727,0.0
B,554.1044855,0.0
B,554.1051779,0.0
B,554.1109051,0.0
B,554.1118664,0.0
B,554.1149579,0.0
B,554.1213345,0.0
B,554.1243214,0.0
B,554.1294177,0.0
B,554.1305534,0.0
B,554.1364902,0.0
B,554.1415922,0.0
B,554.1476124,0.0
B,554.1515731,0.0
B,554.18809,0.0
B,554.2022359,0.0
B,554.2244682,0.0
B,554.2373898,0.0
B,554.2608502,0.0
B,554.9011312,0.0
B,555.0052875,0.0
B,555.0163907,0.0
B,555.0265682,0.0
B,555.0328911,0.0
B,555.0418752,0.0
B,555.0480932,0.0
B,555.0528323,0.0
B,555.0587554,0.0
B,555.0628124,0.0
B,555.0692393,0.0
B,555.0781629,0.0
B,555.084342,0.0
B,555.0892361,0.0
B,555.0961597,0.0
B,555.0990213,0.0
B,555.1055729,0.0
B,555.114457,0.0
B,555.1208085,0.0
B,555.1275374,0.0
B,555.1325676,0.0
B,555.1354615,0.0
B,555.14184,0.0
B,555.1508833,0.0
B,555.1573429,0.0
B,555.1639989,0.0
B,555.1704783,0.0
B,555.1717633,0.0
B,555.1786757,0.0
B,555.181456,0.0
B,555.1874501,0.0
B,555.1936615,0.0
B,555.2003181,0.0
B,555.2066458,0.0
B,555.2080872,0.0
B,555.2149814,0.0
B,555.217935,0.0
B,555.2236968,0.0
B,555.2309465,0.0
B,555.2367988,0.0
B,555.2430633,0.0
B,555.2444889,0.0
B,555.2511979,0.0
B,555.2542249,0.0
B,555.2732287,0.0
B,555.2794779,0.0
B,555.2809587,0.0
B,555.3176298,0.0
B,555.3539469,0.0
B,556.0007515,0.0
B,556.0368406,0.0
B,556.0429381,0.0
B,556.0440942,0.0
B,556.0523599,0.0
B,556.0664299,0.0
B,556.0735755,0.0
B,556.0844423,0.0
B,556.0903426,0.0
B,556.0914235,0.0
B,556.0947451,0.0
B,556.1006553,0.0
B,556.1161551,0.0
B,556.1207734,0.0
B,556.1276303,0.0
B,556.1309273,0.0
B,556.1375466,0.0
B,556.1457086,0.0
B,556.1525146,0.0
B,556.1571526,0.0
B,556.1672848,0.0
B,556.1815057,0.0
B,556.1827137,0.0
B,556.2036957,0.0
B,556.211231,0.0
B,556.2182995,0.0
B,556.2401326,0.0
B,556.2764989,0.0
B,556.8980948,0.0
B,556.9848689,0.0
B,557.0208599,0.0
B,557.0271201,0.0
B,557.0281046,0.0
B,557.0320791,0.0
B,557.0409125,0.0
B,557.0423405,0.0
B,557.0483749,0.0
B,557.0575024,0.0
B,557.0635164,0.0
B,557.0644248,0.0
B,557.0685236,0.0
B,557.0750428,0.0
B,557.0783322,0.0
B,557.0850105,0.0
B,557.0937809,0.0
B,557.100183,0.0
B,557.1052961,0.0
B,557.1112621,0.0
B,557.1148734,0.0
B,557.1159728,0.0
B,557.1213681,0.0
B,557.1301844,0.0
B,557.1366686,0.0
B,557.1434211,0.0
B,557.1498474,0.0
B,557.151172,0.0
B,557.1577406,0.0
B,557.1606658,0.0
B,557.1664504,0.0
B,557.1675639,0.0
B,557.1732927,0.0
B,557.1797414,0.0
B,557.1862586,0.0
B,557.1875802,0.0
B,557.1942991,0.0
B,557.1970703,0.0
B,557.2031922,0.0
B,557.2040577,0.0
B,557.2096398,0.0
B,557.2160135,0.0
B,557.2227237,0.0
B,557.2238052,0.0
B,557.2300306,0.0
B,557.2391031,0.0
B,557.2457952,0.0
B,557.2524323,0.0
B,557.2587373,0.0
B,557.2601378,0.0
B,557.288843,0.0
B,557.2952971,0.0
B,557.2968877,0.0
B,557.3332207,0.0
B,557.3695709,0.0
B,558.0162825,0.0
B,558.0246998,0.0
B,558.0588479,0.0
B,558.0671703,0.0
B,558.0681124,0.0
B,558.0882338,0.0
B,558.0954978,0.0
B,558.1000973,0.0
B,558.1067341,0.0
B,558.1166668,0.0
B,558.1318838,0.0
B,558.1363058,0.0
B,558.1530305,0.0
B,558.1538619,0.0
B,558.1606819,0.0
B,558.1683832,0.0
B,558.1829258,0.0
B,558.1984818,0.0
B,558.2194073,0.0
B,558.2557093,0.0
B,558.2922863,0.0
B,559.0001829,0.0
B,559.0157814,0.0
B,559.0317035,0.0
B,559.0365372,0.0
B,559.0429609,0.0
B,559.0477395,0.0
B,559.0548602,0.0
B,559.0579118,0.0
B,559.0640279,0.0
B,559.0729193,0.0
B,559.0793851,0.0
B,559.0841003,0.0
B,559.0902448,0.0
B,559.0939214,0.0
B,559.0955846,0.0
B,559.1003397,0.0
B,559.1092967,0.0
B,559.1156718,0.0
B,559.1203232,0.0
B,559.1226078,0.0
B,559.1270735,0.0
B,559.1306704,0.0
B,559.1316733,0.0
B,559.1369176,0.0
B,559.1456276,0.0
B,559.1523001,0.0
B,559.1590611,0.0
B,559.1655418,0.0
B,559.1668191,0.0
B,559.1728777,0.0
B,559.1740025,0.0
B,559.1766144,0.0
B,559.1822555,0.0
B,559.1887505,0.0
B,559.1953823,0.0
B,559.2021834,0.0
B,559.2098869,0.0
B,559.2186225,0.0
B,559.2253452,0.0
B,559.2318001,0.0
B,559.2385214,0.0
B,559.2397751,0.0
B,559.2550207,0.0
B,559.2618846,0.0
B,559.2681786,0.0
B,559.2748043,0.0
B,559.2761155,0.0
B,559.3125036,0.0
B,559.3486349,0.0
B,560.0108191,0.0
B,560.0316554,0.0
B,560.0460584,0.0
B,560.0473447,0.0
B,560.0681804,0.0
B,560.074589,0.0
B,560.0795805,0.0
B,560.083238,0.0
B,560.11206,0.0
B,560.1158136,0.0
B,560.1227942,0.0
B,560.1408504,0.0
B,560.1477567,0.0
B,560.1521933,0.0
B,560.1841422,0.0
B,560.1852103,0.0
B,560.1918198,0.0
B,560.1928658,0.0
B,560.213988,0.0
B,560.2714236,0.0
B,560.3078372,0.0
B,560.9946793,0.0
B,561.0157812,0.0
B,561.0224577,0.0
B,561.0270688,0.0
B,561.0291912,0.0
B,561.0317402,0.0
B,561.042396,0.0
B,561.052312,0.0
B,561.0564865,0.0
B,561.0588916,0.0
B,561.0632281,0.0
B,561.0694853,0.0
B,561.0737136,0.0
B,561.079907,0.0
B,561.0884893,0.0
B,561.0954815,0.0
B,561.0999946,0.0
B,561.1060512,0.0
B,561.1165415,0.0
B,561.1239861,0.0
B,561.1271594,0.0
B,561.1303934,0.0
B,561.1336221,0.0
B,561.1612615,0.0
B,561.1678229,0.0
B,561.174649,0.0
B,561.1975675,0.0
B,561.2025533,0.0
B,561.2042787,0.0
B,561.2110526,0.0
B,561.2256709,0.0
B,561.2342686,0.0
B,561.2408846,0.0
B,561.2475493,0.0
B,561.255091,0.0
B,561.2706081,0.0
B,561.2837034,0.0
B,561.2914595,0.0
B,561.3200832,0.0
B,561.3282682,0.0
B,562.0110605,0.0
B,562.0536784,0.0
B,562.0545788,0.0
B,562.0598098,0.0
B,562.0620585,0.0
B,562.083767,0.0
B,562.0904965,0.0
B,562.099312,0.0
B,562.1097079,0.0
B,562.1271125,0.0
B,562.1630258,0.0
B,562.1640018,0.0
B,562.1650554,0.0
B,562.1672695,0.0
B,562.1931096,0.0
B,562.1996522,0.0
B,562.2296421,0.0
B,562.2446544,0.0
B,562.2871042,0.0
B,563.0102458,0.0
B,563.0313855,0.0
B,563.0378537,0.0
B,563.0428274,0.0
B,563.0467945,0.0
B,563.0515125,0.0
B,563.0541436,0.0
B,563.0582804,0.0
B,563.0677015,0.0
B,563.074268,0.0
B,563.0789762,0.0
B,563.0854413,0.0
B,563.1042054,0.0
B,563.1061979,0.0
B,563.1108053,0.0
B,563.1152388,0.0
B,563.1222691,0.0
B,563.1340499,0.0
B,563.1404546,0.0
B,563.1472911,0.0
B,563.1517699,0.0
B,563.1588258,0.0
B,563.1691983,0.0
B,563.1771353,0.0
B,563.1839093,0.0
B,563.1904284,0.0
B,563.2122416,0.0
B,563.2134795,0.0
B,563.2201647,0.0
B,563.226696,0.0
B,563.2418361,0.0
B,563.248482,0.0
B,563.2497322,0.0
B,563.2629448,0.0
B,563.2696995,0.0
B,563.2862698,0.0
B,563.2993199,0.0
B,564.0059039,0.0
B,564.0267351,0.0
B,564.0419746,0.0
B,564.0484519,0.0
B,564.0633115,0.0
B,564.0704995,0.0
B,564.0715485,0.0
B,564.0777157,0.0
B,564.0787148,0.0
B,564.0849492,0.0
B,564.0994436,0.0
B,564.1060367,0.0
B,564.1139902,0.0
B,564.1358314,0.0
B,564.1429854,0.0
B,564.1515795,0.0
B,564.1723746,0.0
B,564.1794339,0.0
B,564.2087424,0.0
B,564.2154727,0.0
B,564.2452699,0.0
B,564.2598896,0.0
B,564.2662372,0.0
B,564.9899185,0.0
B,565.0108076,0.0
B,565.0259957,0.0
B,565.0324687,0.0
B,565.0469057,0.0
B,565.0487884,0.0
B,565.0536053,0.0
B,565.0565733,0.0
B,565.062178,0.0
B,565.0692374,0.0
B,565.0739275,0.0
B,565.0835201,0.0
B,565.0901392,0.0
B,565.0949042,0.0
B,565.0989416,0.0
B,565.1010755,0.0
B,565.1019237,0.0
B,565.1055788,0.0
B,565.1093591,0.0
B,565.1197738,0.0
B,565.1267193,0.0
B,565.131174,0.0
B,565.1360572,0.0
B,565.1372273,0.0
B,565.1386881,0.0
B,565.148482,0.0
B,565.1562126,0.0
B,565.1630276,0.0
B,565.171257,0.0
B,565.1847441,0.0
B,565.1913322,0.0
B,565.1926565,0.0
B,565.1995501,0.0
B,565.2211451,0.0
B,565.2278421,0.0
B,565.2289304,0.0
B,565.2336712,0.0
B,565.2357397,0.0
B,565.242315,0.0
B,565.2641494,0.0
B,565.2653628,0.0
B,565.278615,0.0
B,565.3017332,0.0
B,566.0213566,0.0
B,566.030313,0.0
B,566.0425416,0.0
B,566.0568273,0.0
B,566.063934,0.0
B,566.0683876,0.0
B,566.0862339,0.0
B,566.08717,0.0
B,566.093268,0.0
B,566.1008278,0.0
B,566.1220615,0.0
B,566.1237125,0.0
B,566.1296522,0.0
B,566.1484776,0.0
B,566.1514539,0.0
B,566.1581329,0.0
B,566.1668543,0.0
B,566.1872236,0.0
B,566.1879472,0.0
B,566.2023959,0.0
B,566.203287,0.0
B,566.2243419,0.0
B,566.2374712,0.0
B,566.2389572,0.0
B,567.0052251,0.0
B,567.0264547,0.0
B,567.0330511,0.0
B,567.0414599,0.0
B,567.045854,0.0
B,567.049206,0.0
B,567.0529177,0.0
B,567.0626813,0.0
B,567.0694181,0.0
B,567.0781292,0.0
B,567.0846375,0.0
B,567.0932319,0.0
B,567.0951074,0.0
B,567.0962861,0.0
B,567.099037,0.0
B,567.1057619,0.0
B,567.114502,0.0
B,567.1170412,0.0
B,567.1212623,0.0
B,567.1253733,0.0
B,567.1351736,0.0
B,567.1423185,0.0
B,567.1468309,0.0
B,567.1506989,0.0
B,567.1639747,0.0
B,567.1710349,0.0
B,567.1718997,0.0
B,567.1790108,0.0
B,567.1810284,0.0
B,567.1874647,0.0
B,567.2003386,0.0
B,567.2073052,0.0
B,567.2083811,0.0
B,567.2130604,0.0
B,567.2199503,0.0
B,567.2368057,0.0
B,567.2435469,0.0
B,567.244684,0.0
B,567.2577501,0.0
B,567.2799275,0.0
B,567.2809935,0.0
B,567.2816614,0.0
B,567.2944378,0.0
B,567.317458,0.0
B,568.0003693,0.0
B,568.0370945,0.0
B,568.047756,0.0
B,568.0803297,0.0
B,568.0845872,0.0
B,568.0915792,0.0
B,568.0946383,0.0
B,568.1009932,0.0
B,568.108861,0.0
B,568.1098046,0.0
B,568.1165933,0.0
B,568.1276539,0.0
B,568.1308673,0.0
B,568.1381781,0.0
B,568.1391082,0.0
B,568.1741952,0.0
B,568.2036882,0.0
B,568.2184364,0.0
B,568.2233299,0.0
B,568.2400326,0.0
B,568.2761817,0.0
B,568.916795,0.0
B,568.9848483,0.0
B,569.0208091,0.0
B,569.0276606,0.0
B,569.0316822,0.0
B,569.0420461,0.0
B,569.0487941,0.0
B,569.0572611,0.0
B,569.0640088,0.0
B,569.0682903,0.0
B,569.0748332,0.0
B,569.0786064,0.0
B,569.0850974,0.0
B,569.0933377,0.0
B,569.1004747,0.0
B,569.105099,0.0
B,569.1116612,0.0
B,569.1145188,0.0
B,569.1221329,0.0
B,569.1299855,0.0
B,569.137267,0.0
B,569.1435171,0.0
B,569.1505077,0.0
B,569.1514692,0.0
B,569.158118,0.0
B,569.1665116,0.0
B,569.1732501,0.0
B,569.1741905,0.0
B,569.1796745,0.0
B,569.1867166,0.0
B,569.187621,0.0
B,569.1946378,0.0
B,569.2029015,0.0
B,569.210215,0.0
B,569.216038,0.0
B,569.2227402,0.0
B,569.224012,0.0
B,569.2592165,0.0
B,569.2602464,0.0
B,569.2889127,0.0
B,569.2956198,0.0
B,569.296858,0.0
B,569.333136,0.0
B,570.016085,0.0
B,570.0245769,0.0
B,570.0525549,0.0
B,570.0603231,0.0
B,570.0813372,0.0
B,570.0958534,0.0
B,570.0996105,0.0
B,570.107349,0.0
B,570.1101006,0.0
B,570.117844,0.0
B,570.11879,0.0
B,570.1324476,0.0
B,570.1436027,0.0
B,570.1534277,0.0
B,570.154432,0.0
B,570.1726427,0.0
B,570.1900515,0.0
B,570.2192662,0.0
B,570.2265441,0.0
B,570.2557861,0.0
B,571.0000256,0.0
B,571.0366751,0.0
B,571.0433983,0.0
B,571.0479502,0.0
B,571.0578042,0.0
B,571.0646681,0.0
B,571.0730795,0.0
B,571.0800599,0.0
B,571.0842883,0.0
B,571.0909364,0.0
B,571.0937867,0.0
B,571.0944578,0.0
B,571.0961635,0.0
B,571.1010256,0.0
B,571.1092435,0.0
B,571.1160673,0.0
B,571.1203056,0.0
B,571.1228661,0.0
B,571.1273245,0.0
B,571.1302433,0.0
B,571.13094,0.0
B,571.145851,0.0
